,uid,タイトル字数,タイトル語数,タイトル名詞数,原稿字数,原稿語数,原稿異なり語数,原稿名詞数,原稿異なり名詞数,原稿文数,文平均字数,文平均語数,文平均名詞数
55,sj_a06ebb508b616b5e,26,14,6,5864.0,3046.0,904.0,1295.0,651.0,153.0,37.333333333333336,19.908496732026144,8.457516339869281
187,sj_d253230e7d152081,28,12,8,1209.0,595.0,288.0,358.0,207.0,73.0,15.575342465753424,8.164383561643836,4.904109589041096
188,sj_590829349a254fdb,17,3,3,1310.0,665.0,307.0,349.0,230.0,63.0,19.80952380952381,10.523809523809524,5.523809523809524
189,sj_a72fbcbdbef6e1c2,22,5,5,966.0,459.0,250.0,280.0,178.0,65.0,13.876923076923077,7.061538461538461,4.3076923076923075
192,sj_62bf6f6141eac7ce,21,9,5,1181.0,494.0,278.0,305.0,213.0,71.0,15.647887323943662,6.943661971830986,4.28169014084507
251,sj_a26c96421454ee3d,29,12,5,1610.0,756.0,345.0,443.0,269.0,99.0,15.272727272727273,7.636363636363637,4.474747474747475
257,sj_c3487d10f1b5b9df,31,12,8,5543.0,2860.0,864.0,1197.0,614.0,148.0,36.45945945945946,19.324324324324323,8.08108108108108
258,sj_d0aad294e6f542f1,24,11,9,708.0,346.0,170.0,217.0,138.0,42.0,15.880952380952381,8.238095238095237,5.166666666666667
259,sj_93a21817dff40508,14,5,3,3105.0,1570.0,536.0,641.0,353.0,109.0,27.495412844036696,14.403669724770642,5.8807339449541285
263,sj_6fd9626694e7ca79,20,8,7,893.0,436.0,232.0,231.0,168.0,63.0,13.19047619047619,6.920634920634921,3.6666666666666665
273,sj_5ac4d8a147a34495,25,10,4,1766.0,839.0,360.0,482.0,282.0,108.0,15.36111111111111,7.768518518518518,4.462962962962963
277,sj_8a70e030339eb2f8,11,3,3,2771.0,1390.0,538.0,603.0,355.0,119.0,22.294117647058822,11.672268907563025,5.0588235294117645
347,sj_50b6c3f56cd76d0c,8,3,3,1950.0,976.0,379.0,488.0,265.0,91.0,20.439560439560438,10.725274725274724,5.362637362637362
367,sj_3a4c8c83255e46c1,9,4,3,1362.0,656.0,316.0,355.0,226.0,86.0,14.848837209302326,7.616279069767442,4.1395348837209305
399,sj_d889e3f333aef05c,6,2,2,1796.0,901.0,348.0,526.0,261.0,104.0,16.278846153846153,8.663461538461538,5.048076923076923
418,sj_3efe4d962d7f806f,17,5,3,2034.0,1028.0,430.0,462.0,303.0,94.0,20.648936170212767,10.925531914893616,4.914893617021277
419,sj_0a2114a188346af7,34,11,8,2039.0,1002.0,391.0,448.0,267.0,99.0,19.606060606060606,10.121212121212121,4.525252525252525
23,sj_af1ecf27244c2ef0,16,5,4,2264.0,1059.0,446.0,568.0,340.0,155.0,13.612903225806452,6.819354838709677,3.664516129032258
27,sj_f4e9f8b44494bd17,37,16,13,1708.0,808.0,371.0,431.0,276.0,91.0,17.78021978021978,8.87912087912088,4.714285714285714
49,sj_835f01e02e4ece5f,4,2,2,2581.0,1252.0,497.0,626.0,373.0,152.0,15.986842105263158,8.236842105263158,4.118421052631579
50,sj_161a7a4da60a2328,22,9,6,3937.0,2001.0,714.0,811.0,449.0,165.0,22.866666666666667,12.139393939393939,4.921212121212121
151,sj_161a7a4da60a2328,22,9,6,3937.0,2001.0,714.0,811.0,449.0,165.0,22.866666666666667,12.139393939393939,4.921212121212121
317,sj_8be65b5c4cefe53e,33,14,11,5383.0,2934.0,876.0,1154.0,575.0,122.0,43.131147540983605,24.057377049180328,9.467213114754099
318,sj_5a62d909665d2129,11,5,4,3555.0,1902.0,636.0,812.0,439.0,129.0,26.565891472868216,14.666666666666666,6.248062015503876
328,sj_084eab5e22ee5b99,42,16,11,1507.0,692.0,339.0,339.0,247.0,80.0,17.85,8.65,4.2375
333,sj_555bec6effdf887f,9,4,3,2601.0,1252.0,504.0,640.0,377.0,151.0,16.2317880794702,8.28476821192053,4.245033112582782
424,sj_76661c29ffd57d83,39,17,10,1928.0,882.0,371.0,402.0,258.0,97.0,18.88659793814433,9.092783505154639,4.144329896907217
432,sj_a48ab0b68ca06b83,33,11,7,3996.0,2017.0,719.0,819.0,452.0,166.0,23.07831325301205,12.162650602409638,4.9397590361445785
434,sj_161a7a4da60a2328,22,9,6,3937.0,2001.0,714.0,811.0,449.0,165.0,22.866666666666667,12.139393939393939,4.921212121212121
443,sj_f4e9f8b44494bd17,37,16,13,1761.0,836.0,385.0,447.0,288.0,96.0,17.354166666666668,8.708333333333334,4.635416666666667
495,sj_c2135173312641ba,45,16,10,2093.0,958.0,403.0,482.0,295.0,125.0,15.752,7.664,3.856
562,sj_6f01465eaa3c6950,34,9,7,1659.0,523.0,276.0,312.0,215.0,104.0,14.961538461538462,5.019230769230769,2.9903846153846154
563,sj_8be65b5c4cefe53e,33,14,11,5328.0,2907.0,861.0,1138.0,562.0,117.0,44.547008547008545,24.854700854700855,9.735042735042734
576,sj_084eab5e22ee5b99,42,16,11,1562.0,721.0,359.0,356.0,262.0,85.0,17.388235294117646,8.48235294117647,4.188235294117647
649,sj_f026a7b40804b996,9,4,3,2733.0,1389.0,541.0,717.0,415.0,118.0,22.16949152542373,11.76271186440678,6.076271186440678
679,sj_5f8b9d2dfcecfd87,47,21,15,1499.0,680.0,344.0,365.0,259.0,114.0,12.157894736842104,5.964912280701754,3.2017543859649122
696,sj_7f9c662862451b94,13,5,4,3563.0,1720.0,634.0,843.0,490.0,201.0,16.73134328358209,8.557213930348258,4.189054726368159
709,sj_7f9c662862451b94,13,5,4,3561.0,1719.0,632.0,843.0,489.0,201.0,16.72139303482587,8.552238805970148,4.189054726368159
30,sj_a4a237b6f285eacd,10,4,4,1523.0,702.0,311.0,403.0,227.0,120.0,11.7,5.841666666666667,3.35
32,sj_9a8e717fc545c1ab,22,11,7,3542.0,1734.0,645.0,825.0,491.0,129.0,26.46511627906977,13.44186046511628,6.395348837209302
33,sj_761e2ef6a53d6793,22,11,7,3789.0,1861.0,665.0,909.0,513.0,143.0,25.503496503496503,13.006993006993007,6.370629370629371
69,sj_d3e0a459ce54ae25,14,6,5,4996.0,2463.0,725.0,1140.0,520.0,269.0,17.576208178438662,9.148698884758364,4.230483271375465
88,sj_25775e5a60c4ccc8,37,9,9,1490.0,776.0,346.0,375.0,248.0,62.0,23.048387096774192,12.516129032258064,6.048387096774194
303,sj_71436e044204bc72,22,10,5,3232.0,1644.0,561.0,729.0,392.0,103.0,30.388349514563107,15.96116504854369,7.077669902912621
305,sj_ae30ed6e7c8f9055,6,4,3,3690.0,1962.0,624.0,840.0,427.0,134.0,26.544776119402986,14.64179104477612,6.268656716417911
314,sj_8f6c6e21dd142879,20,8,7,919.0,440.0,242.0,239.0,177.0,64.0,13.375,6.875,3.734375
319,sj_d2fdc6268f39a4a6,20,8,7,933.0,455.0,246.0,242.0,179.0,66.0,13.151515151515152,6.893939393939394,3.6666666666666665
373,sj_18f348f551f33343,69,35,23,1854.0,899.0,343.0,427.0,226.0,80.0,22.1875,11.2375,5.3375
374,sj_214bfcb839830acb,45,17,11,1642.0,755.0,297.0,405.0,225.0,106.0,14.5,7.122641509433962,3.8207547169811322
378,sj_5b187a821c81d2aa,15,4,3,2799.0,1460.0,458.0,580.0,305.0,155.0,17.06451612903226,9.412903225806451,3.7225806451612904
425,sj_cd8f6f2fdbc609f0,22,9,8,969.0,478.0,255.0,250.0,176.0,63.0,14.396825396825397,7.587301587301587,3.9682539682539684
426,sj_d897cd07cdc3db28,39,17,10,1953.0,896.0,377.0,406.0,264.0,97.0,19.144329896907216,9.237113402061855,4.185567010309279
429,sj_ede473f3a2a87634,13,4,4,4102.0,2001.0,691.0,988.0,535.0,167.0,23.568862275449103,11.982035928143713,5.916167664670659
430,sj_5e5e8710277a8d53,19,7,5,3836.0,1856.0,646.0,888.0,503.0,151.0,24.410596026490065,12.291390728476822,5.880794701986755
435,sj_761e2ef6a53d6793,22,11,7,3789.0,1861.0,665.0,909.0,513.0,143.0,25.503496503496503,13.006993006993007,6.370629370629371
507,sj_761e2ef6a53d6793,22,11,7,3843.0,1887.0,679.0,924.0,524.0,148.0,24.972972972972972,12.743243243243244,6.256756756756757
524,sj_b52e5ed80181d878,32,19,11,4802.0,2511.0,772.0,1095.0,543.0,112.0,41.88392857142857,22.419642857142858,9.758928571428571
526,sj_93d80c8c5ded4a69,41,17,11,1770.0,844.0,374.0,382.0,239.0,97.0,17.257731958762886,8.70103092783505,3.9381443298969074
531,sj_8538eae344a3cb49,7,4,4,1395.0,688.0,302.0,325.0,224.0,67.0,19.83582089552239,10.26865671641791,4.850746268656716
542,sj_9af0024d3e83f63c,11,3,3,568.0,247.0,162.0,150.0,124.0,52.0,9.942307692307692,4.75,2.8846153846153846
565,sj_a4a237b6f285eacd,10,4,4,1523.0,702.0,311.0,403.0,227.0,120.0,11.7,5.841666666666667,3.35
576,sj_06a6c41e4c2c6611,22,11,7,3741.0,1811.0,670.0,887.0,515.0,146.0,24.63013698630137,12.397260273972602,6.095890410958904
580,sj_bc193e810b5c3e3a,22,11,7,3580.0,1766.0,641.0,856.0,486.0,133.0,25.924812030075188,13.270676691729323,6.458646616541353
585,sj_9a8e717fc545c1ab,22,11,7,3542.0,1734.0,645.0,825.0,491.0,129.0,26.46511627906977,13.44186046511628,6.395348837209302
586,sj_761e2ef6a53d6793,22,11,7,3789.0,1861.0,665.0,909.0,513.0,143.0,25.503496503496503,13.006993006993007,6.370629370629371
652,sj_a4a237b6f285eacd,10,4,4,1563.0,721.0,323.0,414.0,237.0,123.0,11.715447154471544,5.853658536585366,3.3577235772357725
665,sj_c2cc9e0d8bab581c,14,5,5,2030.0,1031.0,455.0,482.0,335.0,115.0,16.660869565217393,8.965217391304348,4.191304347826087
676,sj_291925622cf8f6fe,24,10,9,1414.0,734.0,340.0,366.0,241.0,77.0,17.376623376623378,9.545454545454545,4.740259740259741
677,sj_bc193e810b5c3e3a,22,11,7,3634.0,1792.0,655.0,871.0,497.0,138.0,25.340579710144926,12.978260869565217,6.333333333333333
678,sj_9a8e717fc545c1ab,22,11,7,3542.0,1734.0,645.0,825.0,491.0,129.0,26.46511627906977,13.44186046511628,6.395348837209302
681,sj_761e2ef6a53d6793,22,11,7,3843.0,1887.0,679.0,924.0,524.0,148.0,24.972972972972972,12.743243243243244,6.256756756756757
692,sj_761e2ef6a53d6793,22,11,7,3791.0,1862.0,666.0,909.0,513.0,143.0,25.517482517482517,13.013986013986013,6.370629370629371
724,sj_dca6aefdf2c6cd1d,36,9,7,1630.0,558.0,278.0,313.0,216.0,92.0,16.72826086956522,6.054347826086956,3.391304347826087
728,sj_398c7202c580aeb6,34,9,7,1676.0,533.0,283.0,318.0,219.0,106.0,14.820754716981131,5.018867924528302,2.990566037735849
786,sj_6aa304bbd15c3176,48,18,13,1741.0,828.0,353.0,378.0,257.0,110.0,14.836363636363636,7.527272727272727,3.4363636363636365
